year,statefip,age,Male,White,Black,Asian,Hispanic,HSGrad,CollegeGrad,Married,inctot,IncomeReal,CPI,EmployerIns,Medicaid,Medicare,state
1962,alabama,41.187084,.46028212,.7475872,.25241277,0,,.37193763,.072754271,.640553,2007.61260210035,17159.082,11.7,,,,alabama
1963,alabama,39.458153,.47532189,.78755367,.21137339,0,,,,.64555556,1864.694488188976,15802.495,11.8,,,,alabama
1964,alabama,40.771206,.453125,.83035713,.16964285,0,,.35267857,.058035713,.66280419,2087.785714285714,17398.215,12,,,,alabama
1965,alabama,40.775059,.47785547,.80069929,.1981352,0,,.35547787,.055944055,.63353294,2105.519813519813,17258.359,12.2,,,,alabama
1966,alabama,40.827099,.47168857,.75733066,.24266936,0,,.36046511,.051567238,.66683936,2261.694641051567,18093.557,12.5,,,,alabama
1967,alabama,40.614468,.46703297,.75183153,.2481685,0,,.38736263,.050366301,.66886795,2451.489926739927,19003.799,12.9,,,,alabama
1977,alabama,31.953939,.47164065,.74457556,.25428244,0,.011655011,.50551105,.077655308,.63201237,5614.726953907815,23994.561,23.4,,,,alabama
1978,alabama,32.485458,.47188833,.75184178,.24428073,0,.010891489,.50126326,.065689743,.61678833,5993.610409297625,23784.168,25.200001,,,,alabama
1979,alabama,32.887684,.47573206,.73204976,.26113117,0,.0091781393,.51210529,.081578948,.61917663,6756.743157894737,24131.227,28,,,,alabama
1980,alabama,33.71199,.47500873,.71128976,.28661308,0,.011978221,.51509523,.094751507,.62331629,7103.102183000465,22336.801,31.799999,.23872772,.097867876,.18253599,alabama
1981,alabama,33.266689,.46416023,.73506677,.26458186,0,.0065549891,.54042751,.10408922,.60687733,8028.480483271375,22873.164,35.099998,.25333801,.090302177,.16775092,alabama
1982,alabama,32.949627,.47264856,.7701692,.22550178,0,.0052631581,.57902974,.083985396,.60459054,8724.402712571728,23389.82,37.299999,.25226289,.089334905,.16901408,alabama
1983,alabama,33.993069,.47939929,.7839815,.21062765,0,.0020226538,.60172504,.086757988,.62557077,9443.918822932521,24529.66,38.5,.24566808,.067770503,.17503805,alabama
1984,alabama,34.57056,.48362312,.79215527,.20501415,0,.0033783785,.62308097,.10058232,.63684487,10100.15510852303,25124.764,40.200001,.25394258,.083299637,.18687136,alabama
1985,alabama,35.030258,.46924603,.7901786,.2048611,0,.0020439448,.6136654,.100894,.61238825,10596.12707535121,25471.461,41.599998,.24206349,.08730159,.1807152,alabama
1986,alabama,34.373447,.46762589,.77174622,.22498365,0,.0054310928,.64655906,.12659304,.58453697,11240.26253186066,26510.053,42.400002,.26880315,.076520599,.16482583,alabama
1987,alabama,33.828644,.47007674,.7191816,.27826086,0,.0053276503,.60714287,.12061995,.5667116,12102.58221024259,27568.523,43.900002,.26189259,.089002557,.16846362,alabama
1988,alabama,34.715691,.47022268,.73744172,.25945106,0,.0041972715,.58662206,.11638796,.5779264,12575.41204013378,27517.313,45.700001,.28534439,.10875195,.18795986,alabama
1989,alabama,35.084793,.47210065,.74562365,.25437638,0,.0049696299,.59432626,.1035461,.59361702,12591.27943262411,26286.596,47.900002,.28282276,.10284464,.19716312,alabama
1990,alabama,34.581234,.45790884,.75817692,.23485255,0,.0076586432,.63431787,.10548523,.60970461,13945.30872011252,27614.473,50.5,.29276139,.10187668,.18424754,alabama
1991,alabama,34.391098,.45863876,.72198951,.2712042,0,.012147984,.64358455,.12627292,.59334689,13926.17786829599,26475.625,52.599998,.27905759,.10575916,.17379497,alabama
1992,alabama,34.876289,.47216496,.73556703,.25824744,0,.012466124,.69189548,.12659076,.57401204,15027.496316142,27726.008,54.200001,.27989691,.099484533,.18553248,alabama
1993,alabama,34.975479,.46108741,.72921109,.26599148,0,.007166483,.71239555,.12674095,.58565462,15883.5208913649,28465.092,55.799999,.28358209,.09594883,.19637883,alabama
1994,alabama,35.756397,.46774194,.7291435,.26418242,0,.005042017,.68065435,.13015647,.57894737,16097.25960170697,28092.949,57.299999,.28197998,.12402669,.2027027,alabama
1995,alabama,35.78344,.47346073,.77335459,.21390659,0,.015491453,.69742197,.14857531,.5841248,17439.74762550882,29609.078,58.900002,.29352441,.093949042,.20284939,alabama
1996,alabama,35.976746,.45116279,.69825584,.29651162,0,.013379872,.69742817,.15506808,.55068082,19360.55900151286,31948.117,60.599998,.29186046,.12732558,.22163388,alabama
1997,alabama,36.785374,.45838287,.7241379,.2705113,0,.010259505,.72003037,.16919576,.57814872,21312.35735963581,34374.77,62,.32818073,.11652794,.20713201,alabama
1998,alabama,37.643032,.46181819,.72787881,.26303029,0,.017156864,.7325843,.18202247,.58576781,21739.05393258427,34506.434,63,.32666665,.095757574,.20449439,alabama
1999,alabama,37.356876,.48574969,.7354399,.25526643,0,.010725552,.75267178,.18549618,.58778626,23598.89160305343,36644.242,64.400002,.32403967,.09045849,.1961832,alabama
2000,alabama,36.618664,.47638249,.74366361,.25057605,0,.020673361,.72490972,.166787,.5494585,22383.40577617328,33659.258,66.5,.33179724,.10829493,.18844765,alabama
2001,alabama,33.482952,.46071747,.68485028,.30240142,0,.016569499,.742621,.17709564,.55608028,23446.65328610783,34278.73,68.400002,.30329084,.12837237,.1519087,alabama
2002,alabama,33.23394,.47296086,.68389601,.3038542,0,.015927546,.73317212,.1942765,.56791615,24878.39298669891,35796.25,69.5,.29548851,.14042427,.16928658,alabama
2003,alabama,34.598679,.48052806,.65577561,.30891088,.0052805282,.015511551,.7326389,.19314235,.56119794,25527.02647569445,35902.992,71.099998,.29669967,.11419142,.18489583,alabama
2004,alabama,34.430058,.4750084,.6655485,.28782287,.012076484,.0093928212,.76861346,.18858671,.56576014,26461.43736067766,36248.543,73,.29050654,.14156324,.1756576,alabama
2005,alabama,33.744522,.4786202,.6280992,.32985985,.0097017605,.0089831119,.74844277,.1715381,.54911357,25205.918064207,33429.598,75.400002,.28602228,.15882142,.16530906,alabama
2006,alabama,35.923618,.48244074,.66154522,.31167692,.0021949077,.030728709,.75637394,.17847025,.53654391,26149.24362606232,33567.707,77.900002,.29938543,.16637401,.18640226,alabama
2007,alabama,35.040188,.47186762,.63924348,.32671395,.010401892,.037825059,.76445264,.18634686,.54059041,27559.89975399754,34406.867,80.099998,.28605202,.14704491,.16912669,alabama
2008,alabama,35.522579,.46001881,.61712134,.34760112,.010348071,.032455314,.76109421,.19452888,.51306993,29381.04984802432,35313.762,83.199997,.30338663,.14158043,.19209726,alabama
2009,alabama,37.036373,.48370335,.65564477,.30703825,.011336797,.031648558,.75907201,.18560381,.53004164,28301.30339083879,34139.086,82.900002,.30656588,.16107699,.20880428,alabama
2010,alabama,36.470951,.47183099,.63864434,.33274648,.014964789,.040933099,.77614474,.18089315,.50423968,27896.40248728095,33131.121,84.199997,.28785211,.18573944,.19672132,alabama
2011,alabama,36.885025,.46546128,.66573948,.30783495,.016689846,.048215114,.77230048,.19659625,.50821596,28949.50938967136,33313.59,86.900002,.2767733,.14789058,.20070423,alabama
2012,alabama,37.799728,.46639419,.67120796,.2965486,.010899182,.040871933,.78853869,.21375358,.5111748,29856.89398280802,33660.535,88.699997,.27565849,.18210718,.21031518,alabama
2013,alabama,37.633209,.4793621,.67073172,.29409006,.012195121,.055347092,.78516322,.22551928,.55252224,29895.23323442136,33216.926,90,.28142589,.17636022,.21958457,alabama
2014,alabama,36.449673,.47157502,.66402608,.31034482,.0093196649,.070829451,.78714371,.20861128,.54942387,30746.47422680412,33639.469,91.400002,.25675675,.20549861,.22013341,alabama
2015,alabama,36.688469,.47954124,.70427775,.2551147,.016738996,.057656541,.78964144,.21075697,.54183269,31206.803187251,34068.563,91.599998,.2551147,.20055796,.2063745,alabama
2016,alabama,37.103634,.47898921,.65843272,.29358318,.021294719,.04713231,.78873241,.21487902,.52148789,32469.9129649693,35026.875,92.699997,.24900624,.20414537,.2033225,alabama
2017,alabama,37.695572,.47096261,.6889419,.27658445,.010607266,.053831875,.8175059,.23386279,.52990878,35668.32409597837,37664.547,94.699997,.26014319,.21479714,.21561338,alabama
2018,alabama,38.256626,.47838214,.68284518,.27447698,.014504882,.058856346,.81652659,.23879552,.51120448,37568.40476190476,38730.313,97,.24993026,.20808926,.22093837,alabama
2019,alabama,37.997971,.48130977,.68270069,.26774848,.01622718,.072153002,.82247436,.24487555,.51061493,35854.69033674963,36290.172,98.800003,.27238482,.18062827,.22803807,alabama
2020,alabama,38.864655,.47168636,.67983818,.2744244,.017734909,.061916616,.8413443,.25166079,.52598673,40265.80890973036,40265.809,100,.28842562,.15607476,.25400546,alabama
2021,alabama,38.518661,.47781369,.69438732,.26300323,.014986777,.052894507,.84249628,.25185734,.50111443,41530.7823179792,39666.461,104.7,.26329708,.18957904,.25334322,alabama
2022,alabama,39.268497,.46799874,.68997812,.27661568,.013112707,.073368713,.83281851,.25637066,.50347489,41482.3084942085,36710.008,113,.28285983,.18693341,.25019306,alabama
2023,alabama,40.035843,.475725,.7093516,.24959271,.012707722,.076572172,.84284568,.27250803,.52130222,43312.10329581994,36798.73,117.7,.29390681,.15763707,.24598071,alabama
2024,alabama,39.795238,.46190476,.72417581,.22967033,.018315019,.061172161,.87014788,.27587801,.51709795,49303.87661737523,40679.766,121.2,.26959708,.16678886,.2763401,alabama
1963,alaska,39.405407,.43243244,.8108108,.1891892,0,,,,.75,5539.461538461538,46944.59,11.8,,,,alaska
1964,alaska,35.974998,.44999999,.72500002,.27500001,0,,.69999999,.125,.64999998,4659.4,38828.332,12,,,,alaska
1965,alaska,34.863636,.52272725,.97727275,0,0,,.75,.31818181,.79069769,5427,44483.605,12.2,,,,alaska
1966,alaska,33.849998,.4642857,.92142856,.050000001,0,,.69285715,.11428571,.7647059,4341.4,34731.199,12.5,,,,alaska
1967,alaska,34.869564,.52173913,.82608694,.043478262,0,,.67391306,.10869565,.80000001,6011.804347826087,46603.137,12.9,,,,alaska
1977,alaska,25.537119,.51724136,.79553753,.019878296,0,.0234375,.69269949,.12110922,.64067996,10328.27617430673,44137.934,23.4,,,,alaska
1978,alaska,25.964211,.52084213,.81010526,.01768421,0,.036642522,.72122616,.14112204,.64827996,10684.75014459225,42399.801,25.200001,,,,alaska
1979,alaska,26.52544,.52358925,.7969473,.027289547,0,.030985916,.74415666,.1800379,.62994164,11659.42766898294,41640.813,28,,,,alaska
1980,alaska,25.981655,.51881468,.78739417,.04515522,0,.023489933,.79342103,.19210526,.60328948,13105.67302631579,41212.809,31.799999,.30103481,.063499533,.052631579,alaska
1981,alaska,27.001396,.50837988,.78398508,.027467411,0,.034741785,.7861675,.19162436,.58502537,14112.34200507614,40206.105,35.099998,.28631285,.070297949,.032994922,alaska
1982,alaska,26.742575,.51305133,.8019802,.030153016,0,.038233954,.79702049,.17442583,.59838611,15179.23836126629,40695.012,37.299999,.30738074,.075157516,.04531347,alaska
1983,alaska,27.481018,.52523988,.7713809,.036712557,0,.029436501,.78460658,.17059161,.60827112,15664.35726593912,40686.641,38.5,.28619108,.052148517,.045376219,alaska
1984,alaska,26.855055,.52781159,.79740155,.032480713,0,.032006565,.78575498,.18005697,.62336183,16568.53561253561,41215.262,40.200001,.27892813,.081201784,.040455841,alaska
1985,alaska,26.9512,.51160002,.81879997,.038400002,0,.028548451,.80773544,.2029148,.62780267,19248.95291479821,46271.523,41.599998,.30320001,.045600001,.03867713,alaska
1986,alaska,27.226475,.51776648,.80085903,.037094884,0,.033725489,.8234973,.22513661,.60601091,20333.29836065574,47955.891,42.400002,.30300665,.041390084,.038797814,alaska
1987,alaska,28.086306,.50550419,.8040511,.044473801,0,.026025584,.810188,.21528199,.60036385,19903.51910248636,45338.313,43.900002,.28489652,.053280491,.053972103,alaska
1988,alaska,28.671047,.50680429,.8047865,.041295167,0,.030985916,.8228268,.20637028,.61446583,20643.13735899137,45170.977,45.700001,.26888785,.082590334,.067020573,alaska
1989,alaska,29.438126,.51228392,.80709738,.035941765,0,.030482257,.82869786,.20543616,.60050571,21034.91024020228,43914.215,47.900002,.25750682,.10100091,.080278128,alaska
1990,alaska,29.113358,.51787394,.81561619,.036688618,0,.029661017,.82696044,.19572262,.59235257,22108.79001944264,43779.781,50.5,.26387581,.072436504,.06934543,alaska
1991,alaska,29.285648,.50069219,.77757269,.04937702,0,.032302722,.81631345,.20359667,.58702636,23325.36865767502,44344.809,52.599998,.28057221,.14074758,.084136158,alaska
1992,alaska,29.803106,.5002284,.78209227,.038830515,0,.030663615,.84644192,.19038701,.59238452,23778.54868913858,43871.859,54.200001,.27820924,.13750571,.071785271,alaska
1993,alaska,29.69063,.50278294,.78571427,.038961038,0,.041299302,.857508,.20702875,.58530349,24536.97507987221,43973.074,55.799999,.28617811,.099257886,.069009587,alaska
1994,alaska,29.420195,.50331461,.77664459,.044875063,0,.04688305,.85814607,.20014045,.55969101,25255.79424157303,44076.43,57.299999,.2891382,.13666497,.066011235,alaska
1995,alaska,29.289871,.51594853,.75937325,.036933407,0,.038052604,.84867394,.19656786,.57878315,25794.2503900156,43793.293,58.900002,.30050364,.15948518,.060062401,alaska
1996,alaska,29.079103,.52142388,.78312457,.042847726,0,.031851359,.84505701,.22528517,.63307983,28408.33269961977,46878.438,60.599998,.31245881,.19248517,.062737644,alaska
1997,alaska,29.347607,.50566751,.79282117,.050377835,0,.036421724,.83513516,.23423423,.60900903,29553.86576576576,47667.523,62,.29848868,.18765743,.069369368,alaska
1998,alaska,31.15181,.5125348,.77785516,.038300835,0,.043540329,.81982839,.2049571,.57006675,29911.03241182078,47477.828,63,.2834262,.089136489,.07530982,alaska
1999,alaska,30.905222,.50805932,.77111542,.030303031,0,.035404142,.85244447,.22222222,.56444442,31702.39644444444,49227.324,64.400002,.29206964,.076724693,.075555556,alaska
2000,alaska,30.636589,.51400125,.76664591,.031113876,0,.049429659,.81825936,.23037542,.5409556,32556.94965870307,48957.82,66.5,.29807094,.11263224,.069112629,alaska
2001,alaska,29.314182,.50529182,.71484727,.041427277,0,.049085367,.804272,.19354838,.57802963,30988.61551874455,45304.992,68.400002,.26459026,.13214394,.07802964,alaska
2002,alaska,29.349096,.50271082,.69698793,.038855422,0,.053414263,.81217617,.20466322,.57858378,32100.58937823834,46187.898,69.5,.2756024,.14578313,.080742657,alaska
2003,alaska,30.111814,.51365334,.65852255,.038804255,.052026443,.068985343,.81024593,.18811475,.56475407,30461.60204918033,42843.324,71.099998,.26990515,.15751652,.089344263,alaska
2004,alaska,31.026018,.50501567,.64294672,.040752351,.074294671,.078996867,.80543572,.19887835,.54443485,29755.68421052632,40761.211,73,.26645768,.15830721,.096635029,alaska
2005,alaska,32.162434,.50156522,.68104351,.043826088,.057043478,.082086958,.82491744,.22652194,.54742801,34293.88768286928,45482.609,75.400002,.2918261,.15965217,.091080695,alaska
2006,alaska,31.267057,.51068228,.70640939,.036526535,.04893177,.055823568,.82533592,.22456814,.55038387,34126.74376199616,43808.398,77.900002,.2705031,.16850448,.099328212,alaska
2007,alaska,31.929836,.51634878,.71083105,.036103543,.044959128,.048705723,.82794189,.21940929,.56024379,35506.92170651664,44328.242,80.099998,.28950953,.13317439,.10360994,alaska
2008,alaska,32.155922,.50315344,.71163279,.040294323,.051857043,.061317448,.84990531,.21969697,.55160987,37932.23816287878,45591.633,83.199997,.28486335,.12053259,.085227273,alaska
2009,alaska,33.606117,.50172085,.72428298,.038623326,.068068832,.055449329,.84131736,.22654691,.5538922,38753.34381237525,46747.098,82.900002,.29904398,.12007648,.11177645,alaska
2010,alaska,33.416065,.49171469,.70064843,.041786745,.078890488,.058357351,.82423371,.22126436,.53927201,38958.75670498084,46269.309,84.199997,.30079252,.12752162,.11111111,alaska
2011,alaska,33.401814,.49622357,.72318733,.043806646,.064577036,.074395768,.82420892,.23355098,.54445004,36668.69814163737,42196.43,86.900002,.29191843,.14879154,.10296334,alaska
2012,alaska,34.482101,.50441653,.71780568,.027894003,.076708511,.075313807,.82978725,.23282675,.53434652,37810.86261398176,42627.805,88.699997,.28451884,.13668062,.12158055,alaska
2013,alaska,33.397213,.48366535,.70677292,.024701195,.079282865,.092430279,.82925534,.24148937,.55797875,38465.00585106383,42738.895,90,.25776893,.16135459,.12287234,alaska
2014,alaska,34.346649,.4879725,.71649486,.035652921,.071305841,.10395189,.8531903,.25974026,.5708639,40782.21852060982,44619.496,91.400002,.26460481,.13831615,.12140034,alaska
2015,alaska,32.868149,.48784506,.62834775,.042027194,.088998765,.093943141,.85828114,.26522481,.56573707,42000.46841206602,45852.039,91.599998,.26699629,.19365472,.12407513,alaska
2016,alaska,33.474377,.50910634,.62939435,.029224904,.081745021,.07793308,.85566419,.2840713,.57734329,45545.67797584819,49132.34,92.699997,.26768318,.188903,.13456009,alaska
2017,alaska,33.952999,.51119071,.64413607,.024619516,.06445837,.074753806,.85024154,.2669082,.54166669,44539.19384057971,47031.887,94.699997,.259624,.20456581,.14070049,alaska
2018,alaska,33.681755,.51500714,.61124343,.038589805,.075273938,.084802285,.86602563,.23589744,.52179486,43329.74038461538,44669.836,97,.24916627,.2334445,.15448718,alaska
2019,alaska,34.344231,.51089919,.62761128,.034514077,.086739331,.066757493,.87417614,.26722589,.52127022,44082.4110245656,44617.824,98.800003,.25113532,.19972703,.15997604,alaska
2020,alaska,34.687618,.50431859,.63483685,.02015355,.072936662,.074376203,.86953729,.2763496,.53020567,47066.4119537275,47066.41,100,.24424185,.20105819,.16838047,alaska
2021,alaska,35.27042,.4895992,.61136478,.029934043,.076103501,.074581429,.88364136,.26694044,.52361399,47482.38193018481,45350.891,104.7,.23236935,.21747968,.19507186,alaska
2022,alaska,35.050667,.50389755,.63195992,.046770602,.054565702,.086859688,.87704921,.29210135,.54321909,51166.12742175857,45279.758,113,.2422049,.18673356,.17660208,alaska
2023,alaska,35.447266,.51043427,.64523405,.027636774,.06824591,.10772701,.87005228,.31292009,.51829726,57001.24869305452,48429.27,117.7,.25493515,.21311475,.18073189,alaska
2024,alaska,35.762741,.50732279,.64850616,.033391915,.060925599,.10427651,.881549,.30827639,.51100987,60108.96583143508,49594.859,121.2,.26889279,.20023488,.19286257,alaska
1962,arizona,38.12709,.46655518,.94147158,.0066889632,0,,.46153846,.060200669,.69655174,2377.448979591837,20320.076,11.7,,,,arizona
1963,arizona,38.597172,.46996465,.95406359,.031802122,0,,,,.72394884,2484.494318181818,21055.037,11.8,,,,arizona
1964,arizona,36.585491,.49222797,.93955094,.005181347,0,,.54404145,.084628671,.69572955,2954.906735751295,24624.223,12,,,,arizona
1965,arizona,38.841034,.49353051,.94639558,.011090573,0,,.56561923,.10351201,.73534971,3093.855822550832,25359.475,12.2,,,,arizona
1966,arizona,39.265945,.48969579,.9489696,.035328753,0,,.50343472,.08930324,.67741936,2804.914622178606,22439.316,12.5,,,,arizona
1967,arizona,37.814487,.46643108,.92402828,.03533569,0,,.47526503,.081272088,.74000001,3182.507067137809,24670.598,12.9,,,,arizona
1977,arizona,32.773018,.50695932,.94807279,.019271949,0,.25367448,.61586636,.11273486,.64555162,6398.687543493389,27344.818,23.4,,,,arizona
1978,arizona,33.168369,.49811727,.93437332,.023130715,0,.25331858,.62758619,.10827586,.63083452,6924.055172413793,27476.408,25.200001,,,,arizona
1979,arizona,32.604286,.48562467,.95504445,.020386826,0,.25969198,.64803314,.12698413,.64104372,7809.966873706004,27892.738,28,,,,arizona
1980,arizona,31.912109,.49162188,.95226049,.019285489,0,.25560537,.67333901,.14139694,.64565587,8987.779812606474,28263.459,31.799999,.27220991,.010433133,.14054514,arizona
1981,arizona,32.398335,.47587353,.95374376,.02296173,0,.24821246,.67926228,.14529915,.6270805,9950.062078272604,28347.756,35.099998,.28552413,.0096505824,.1659919,arizona
1982,arizona,33.047218,.49367622,.94940978,.017706577,0,.25697127,.67650336,.13975501,.62305123,10439.13975501114,27986.971,37.299999,.28583473,.0080101183,.16592428,arizona
1983,arizona,33.301033,.49035442,.95244503,.023777479,0,.2606335,.69776994,.15140845,.59859157,11276.08450704225,29288.531,38.5,.26828173,.011215792,.16431925,arizona
1984,arizona,34.353779,.4768889,.94400001,.028888889,0,.24664879,.69329447,.14868805,.5953353,11471.08104956268,28535.027,40.200001,.25644445,.027111111,.19125365,arizona
1985,arizona,32.949287,.47759724,.94583946,.026587889,0,.2441918,.69509739,.15916723,.60308933,12654.63734049698,30419.803,41.599998,.24815361,.027080256,.17394224,arizona
1986,arizona,32.682549,.48779035,.93388921,.017867779,0,.21578003,.75337034,.15622522,.6026963,14205.44091990484,33503.398,42.400002,.26920786,.0065515186,.15701824,arizona
1987,arizona,33.444118,.48941177,.93411767,.025882352,0,.25162819,.73570323,.16306028,.60896444,14921.96367851623,33990.805,43.900002,.27352941,.0088235298,.1553323,arizona
1988,arizona,32.743633,.49723145,.95182723,.021040974,0,.26135105,.72955048,.16580693,.60058951,15898.33382461312,34788.477,45.700001,.29291251,.03322259,.15401621,arizona
1989,arizona,33.554428,.5076142,.9565708,.020868585,0,.2831257,.74324322,.17717718,.6066066,16189.94444444445,33799.465,47.900002,.2932882,.052453469,.16966967,arizona
1990,arizona,33.773186,.49390566,.96396399,.018018018,0,.30875331,.74590749,.17366548,.58505338,17056.04341637011,33774.344,50.5,.29252782,.07790143,.19217081,arizona
1991,arizona,34.332966,.48698062,.95844877,.016066482,0,.29516399,.73255813,.1809593,.58066863,17642.49127906977,33540.859,52.599998,.30304709,.069252081,.1875,arizona
1992,arizona,34.749107,.49523243,.95470798,.0089392131,0,.28468901,.74764889,.21081504,.6050157,17919.26724137931,33061.379,54.200001,.28843862,.091775924,.18808778,arizona
1993,arizona,34.967419,.46741706,.92594784,.026658768,0,.27288941,.76716655,.18389897,.59116024,18305.15785319653,32804.941,55.799999,.26066351,.12381516,.19415943,arizona
1994,arizona,34.253326,.48235974,.91208792,.021978023,0,.28081396,.77262181,.17324053,.59164733,18717.43928847641,32665.689,57.299999,.29207635,.10179295,.17401393,arizona
1995,arizona,33.314606,.48314607,.91450906,.028334148,0,.30618253,.74802631,.15986842,.56184208,19031.20592105263,32311.045,58.900002,.29066926,.11333659,.17631578,arizona
1996,arizona,32.603931,.48267791,.91666669,.030898876,0,.35086894,.74336284,.15676358,.55309737,20424.70796460177,33704.141,60.599998,.28277153,.12172285,.16371681,arizona
1997,arizona,32.066273,.48839173,.9206416,.037568595,0,.38980892,.72447795,.14907193,.55046403,20515.92285382831,33090.199,62,.23216547,.1464753,.16357309,arizona
1998,arizona,33.040321,.50042444,.93123937,.029711375,0,.390223,.70792925,.16086708,.55276668,21853.0855675984,34687.438,63,.25933787,.10780985,.16257843,arizona
1999,arizona,32.273472,.48585486,.94341946,.024600247,0,.39331406,.72150475,.17911285,.53846157,23900.49915777653,37112.574,64.400002,.27019271,.08938089,.14991578,arizona
2000,arizona,32.943012,.47892272,.94457453,.020296643,0,.42671907,.73664725,.17874141,.52670544,22798.26441036489,34283.105,66.5,.2665886,.1069477,.15441565,arizona
2001,arizona,31.905741,.48793215,.89660794,.035551205,0,.34441882,.7303071,.1846907,.54650646,25491.55184690699,37268.352,68.400002,.28408349,.11285062,.13262127,arizona
2002,arizona,32.028442,.49440715,.8932566,.026526047,0,.32925257,.74730486,.21000431,.56446743,27145.85899094437,39058.789,69.5,.28155962,.105465,.13971539,arizona
2003,arizona,31.247377,.50015897,.88871223,.031796504,.025437202,.36438793,.75364238,.20794702,.57527596,26919.41942604856,37861.352,71.099998,.25786963,.1408585,.13465783,arizona
2004,arizona,31.66921,.49522901,.90426207,.027671756,.025127226,.38867685,.75055283,.21583371,.56479436,29365.52454666077,40226.746,73,.25636134,.15203562,.13401149,arizona
2005,arizona,32.864864,.49274886,.88068557,.033618987,.025708636,.36980882,.76411659,.21903461,.56648451,28519.89389799636,37824.793,75.400002,.25411996,.17732367,.16803278,arizona
2006,arizona,32.501785,.49464458,.86335605,.044790652,.019798767,.40376502,.73112583,.18189846,.52317882,27687.86048565121,35542.824,77.900002,.24764687,.17981175,.14613687,arizona
2007,arizona,32.915867,.48923483,.88473004,.033454787,.017555483,.40013251,.7366997,.20288548,.55545539,30142.673128945,37631.305,80.099998,.25074527,.17489235,.1393147,arizona
2008,arizona,33.736149,.49964488,.8703835,.029119318,.02734375,.37322444,.75035799,.21670644,.53651553,30808.60381861575,37029.574,83.199997,.26988637,.17294034,.1470167,arizona
2009,arizona,33.396225,.49018869,.83094341,.051320754,.025283018,.37169811,.75253552,.21906693,.52687627,30999.98630831643,37394.434,82.900002,.26264152,.19320755,.13742393,arizona
2010,arizona,33.975357,.48105922,.82052225,.056638472,.032364842,.40088269,.76768172,.23035364,.51277012,29901.37082514735,35512.32,84.199997,.23721957,.21735932,.14636542,arizona
2011,arizona,34.901371,.50203931,.86800146,.032258064,.032999631,.39784947,.77007645,.23231357,.53154874,30263.14340344168,34825.25,86.900002,.24026696,.19317761,.15200765,arizona
2012,arizona,35.671772,.51666027,.8778246,.039448489,.036001533,.41631559,.76157635,.24137931,.53743845,31353.93743842365,35348.297,88.699997,.24779777,.18307161,.16206896,arizona
2013,arizona,35.201851,.51001543,.83782744,.055084746,.035053927,.42873651,.74595141,.21912955,.52682185,30136.5516194332,33485.059,90,.21841294,.21456087,.16447368,arizona
2014,arizona,35.531559,.49011406,.82547528,.045627378,.043346006,.45589355,.74244678,.22040614,.50123823,32333.39623576028,35375.707,91.400002,.22585551,.22129278,.16394255,arizona
2015,arizona,35.117554,.49133313,.85754806,.040340371,.039079737,.47683579,.7527495,.23258656,.50590628,31176.57922606925,34035.566,91.599998,.22691458,.26441854,.16130346,arizona
2016,arizona,35.002682,.49463966,.86450267,.043180466,.032757595,.45175698,.76635873,.23325635,.51847577,34076.09545804465,36759.543,92.699997,.23436569,.27546158,.16782141,arizona
2017,arizona,36.381729,.48870432,.88704318,.034219269,.033554818,.43621263,.78673989,.27027026,.51942569,37760.84501689189,39874.176,94.699997,.24219269,.23388705,.17736487,arizona
2018,arizona,35.969608,.48695078,.82821274,.049884375,.056161217,.42781633,.775729,.27701545,.52958834,37047.11835334477,38192.906,97,.24215394,.24116287,.18567753,arizona
2019,arizona,36.449665,.50492221,.83740872,.043823436,.050809782,.41981581,.79057378,.27909836,.52663934,40356.52540983607,40846.684,98.800003,.24610987,.23623049,.20286885,arizona
2020,arizona,37.537228,.49340934,.85821164,.0477378,.03526897,.42144638,.81061625,.27440396,.51237065,44910.26225820963,44910.262,100,.26077664,.21742235,.21097615,arizona
2021,arizona,37.227032,.49243224,.86342835,.047166489,.035198875,.42414641,.80928767,.30703336,.50676286,46173.67899008116,44100.938,104.7,.25061598,.22429578,.21460776,arizona
2022,arizona,38.291317,.4989996,.86834735,.035214085,.040816326,.43857542,.82195246,.3171472,.5037936,49273.10217501265,43604.516,113,.25450179,.22395833,.21901871,arizona
2023,arizona,39.368359,.48182181,.87415099,.037554935,.042748701,.44546545,.8096869,.29060665,.50342464,47136.04794520548,40047.621,117.7,.2676788,.22071171,.21819961,arizona
2024,arizona,39.698891,.47264501,.84738791,.041135333,.058000822,.44138214,.83400607,.29818365,.50908172,52805.4828456105,43568.883,121.2,.24886878,.1918485,.22250253,arizona
1962,arkansas,42.286995,.46935725,.8908819,.10911809,0,,.33034378,.034379672,.68933541,1307.051546391752,11171.381,11.7,,,,arkansas
1963,arkansas,43.477211,.48257372,.93565685,.064343162,0,,,,.6859504,1745.435114503817,14791.822,11.8,,,,arkansas
1964,arkansas,45.579388,.49025071,.86908078,.13091922,0,,.25069639,.022284122,.67714286,1351.857938718663,11265.482,12,,,,arkansas
1965,arkansas,44.238937,.45722714,.89085543,.10914455,0,,.26253688,.014749262,.65644169,1517.345132743363,12437.256,12.2,,,,arkansas
1966,arkansas,42.696167,.45624384,.89773846,.10127827,0,,.36578172,.0373648,.7033639,2040.000983284169,16320.008,12.5,,,,arkansas
1967,arkansas,44.623058,.47006652,.85587585,.14412417,0,,.31263858,.02660754,.75398636,1962.694013303769,15214.683,12.9,,,,arkansas
