year,statefip,age,Male,White,Black,Asian,Hispanic,HSGrad,CollegeGrad,Married,inctot,IncomeReal,CPI,EmployerIns,Medicaid,Medicare,state
2012,michigan,35.700436,.48047721,.7867679,.15227766,.033405639,.052928418,.83607024,.25283125,.53114384,32537.14977349943,36682.246,88.699997,.26963124,.18915401,.18459795,michigan
2013,michigan,36.139378,.47802323,.79913461,.13140514,.043953542,.052152131,.85451853,.26074073,.53422225,34732.15288888889,38591.281,90,.28808928,.17923024,.19674075,michigan
2014,michigan,35.79842,.4826526,.77404481,.15173474,.044576198,.053140096,.84326202,.25621748,.51417005,36550.01272411799,39989.074,91.400002,.2894159,.18818621,.17611337,michigan
2015,michigan,37.021904,.49372384,.76987445,.15604234,.039625891,.072360322,.84683263,.24298771,.48975733,35645.04569807753,38913.805,91.599998,.28648782,.21880384,.19634415,michigan
2016,michigan,37.320988,.48673496,.7696349,.16443394,.035460994,.070396639,.86133331,.26633334,.49533334,37463.56433333334,40413.77,92.699997,.2931442,.21302862,.20733333,michigan
2017,michigan,36.978779,.4916901,.78982359,.14011762,.043978523,.066990539,.86017638,.2897746,.51290429,38722.87847108788,40890.051,94.699997,.29506519,.23472258,.19732113,michigan
2018,michigan,37.064274,.49128285,.80275828,.1264637,.045537341,.058808222,.85153127,.30625832,.51531291,41401.41944074567,42681.875,97,.28909707,.23132969,.21271637,michigan
2019,michigan,37.899872,.49727628,.81374836,.11361868,.050064851,.056549937,.85564649,.30965629,.50310963,42971.83076923077,43493.754,98.800003,.29883268,.16761954,.22029459,michigan
2020,michigan,38.773014,.49456832,.80531734,.12121212,.049170956,.070611775,.87414104,.31754068,.52368897,49355.86654611211,49355.867,100,.30503145,.19197708,.23508137,michigan
2021,michigan,38.461475,.48725057,.80182928,.13137472,.038802661,.065687358,.88196146,.32154116,.50823116,52906.00665499124,50531.051,104.7,.28824833,.19733185,.24623467,michigan
2022,michigan,37.974834,.48771718,.80017972,.12013181,.046734571,.076692633,.87356758,.31550801,.5026738,49895.07715813598,44154.938,113,.30557221,.19976005,.23911382,michigan
2023,michigan,38.907509,.49725273,.80921859,.11904762,.043345544,.076312579,.87288135,.31471494,.52118641,50174.22996918336,42628.914,117.7,.30738705,.18454018,.25462249,michigan
2024,michigan,38.736362,.49610388,.81396103,.12272727,.03409091,.10064935,.8742857,.29224491,.50367349,56548.81591836735,46657.441,121.2,.29090908,.21223958,.23877551,michigan
1962,minnesota,41.823486,.49395019,.98505336,.012811388,0,,.45480427,.080427043,.68102187,2469.277566539924,21104.938,11.7,,,,minnesota
1963,minnesota,41.176594,.49634275,.99895507,0,0,,,,.68176913,2552.372742200329,21630.277,11.8,,,,minnesota
1964,minnesota,41.406643,.49942726,.99885452,.0011454754,0,,.51775485,.075601377,.72824794,2947.435280641466,24561.961,12,,,,minnesota
1965,minnesota,42.057415,.48444977,.99880385,.0011961722,0,,.50717705,.061004784,.70530212,2781.93062200957,22802.711,12.2,,,,minnesota
1966,minnesota,40.92968,.49369544,.99224055,.0058195926,0,,.51842868,.085838988,.66333169,2963.0101842871,23704.082,12.5,,,,minnesota
1967,minnesota,41.169178,.49867138,.99025685,0,0,,.53498673,.086802483,.67791969,3262.177147918512,25288.195,12.9,,,,minnesota
1977,minnesota,32.727615,.496741,.97392797,.0078902226,0,.0075914422,.64544648,.12113174,.63925487,6659.709991158267,28460.299,23.4,,,,minnesota
1978,minnesota,33.02227,.49740162,.97438753,.0081662955,0,.0082212258,.67078388,.13729216,.62341464,7346.753444180523,29153.783,25.200001,,,,minnesota
1979,minnesota,32.287407,.50111109,.97629631,.0062962961,0,.013744428,.67387128,.13064361,.6221016,8121.367915465898,29004.885,28,,,,minnesota
1980,minnesota,32.219467,.49592921,.97345132,.010619469,0,.0148989,.69643682,.12956965,.61730683,9252.214252660806,29095.014,31.799999,.29415929,.064070798,.13280888,minnesota
1981,minnesota,33.025974,.49458873,.96717173,.012987013,0,.010484454,.73116279,.14139535,.59767443,9882.115348837209,28154.176,35.099998,.29184705,.061327562,.15069768,minnesota
1982,minnesota,32.986832,.48902705,.97951716,.0084125819,0,.0084403669,.72990966,.14740847,.60485023,10591.52781740371,28395.518,37.299999,.29151428,.04681785,.14931051,minnesota
1983,minnesota,32.588421,.50088245,.97564417,.0067066713,0,.0067280452,.73057234,.15169847,.62028849,11375.72126570498,29547.328,38.5,.2756795,.055418283,.14192648,minnesota
1984,minnesota,31.418568,.50488597,.96677524,.01237785,0,.0091563109,.7680971,.1716515,.63372344,12569.99393151279,31268.641,40.200001,.29413682,.069706842,.12136974,minnesota
1985,minnesota,33.061359,.50538969,.95563847,.028192371,0,.0074750832,.77119565,.17663044,.59021741,13544.86358695652,32559.77,41.599998,.30389717,.05845771,.14619565,minnesota
1986,minnesota,33.533226,.48839661,.96202534,.025843881,0,.01268499,.77013075,.17481074,.55677909,14446.23262216105,34071.301,42.400002,.29905063,.075949363,.1651755,minnesota
1987,minnesota,33.743332,.49199763,.95554239,.020746889,0,.013079667,.77530676,.18558282,.5736196,15819.86119631902,36036.129,43.900002,.30823949,.10195614,.15184049,minnesota
1988,minnesota,33.508762,.48656541,.94217288,.025700934,0,.012266356,.79550737,.18512781,.60573196,16811.73276529822,36787.16,45.700001,.31950936,.086448595,.17350891,minnesota
1989,minnesota,32.268612,.48719475,.93865395,.025610482,0,.024419297,.79758066,.18064517,.5879032,16757.42983870968,34984.195,47.900002,.29600954,.088743299,.16209677,minnesota
1990,minnesota,33.972752,.47908744,.94803548,.032953106,0,.013941699,.79818034,.17287014,.54838711,18168.3258891646,35976.883,50.5,.32446134,.06907478,.16873449,minnesota
1991,minnesota,33.66148,.48164281,.94026136,.034847543,0,.021157436,.82249999,.19166666,.56583333,19268.41,36631.961,52.599998,.32731798,.11885501,.15583333,minnesota
1992,minnesota,33.990082,.47861129,.92622441,.048977062,0,.026038438,.80663431,.19012944,.539644,18564.83333333333,34252.461,54.200001,.28952262,.13267204,.17071198,minnesota
1993,minnesota,34.93425,.47937837,.94022715,.037656903,0,.02930622,.81130636,.19633308,.57295644,19670.67761650115,35252.109,55.799999,.3090257,.13030484,.1566081,minnesota
1994,minnesota,35.103298,.49222153,.92657125,.042314872,0,.023067331,.82428116,.22444089,.59185302,21041.26916932907,36721.238,57.299999,.33602986,.10454263,.15415336,minnesota
1995,minnesota,33.929062,.49782202,.94026136,.029247044,0,.021779714,.81862748,.21813725,.58251631,21204.32189542484,36000.547,58.900002,.33478531,.10889857,.14624183,minnesota
1996,minnesota,34.317593,.4940978,.94997191,.023046656,0,.033860046,.80059081,.21787296,.57902509,24268.09970457902,40046.371,60.599998,.32996064,.12197864,.14918759,minnesota
1997,minnesota,33.967312,.49861497,.93351799,.033240996,0,.045200892,.80393589,.23688047,.61151606,25144.25145772595,40555.246,62,.32742381,.11800554,.13556851,minnesota
1998,minnesota,33.706299,.49891421,.92399567,.030944625,0,.0413718,.81065518,.25557956,.60115188,26291.45572354212,41732.469,63,.32790446,.13680781,.13678905,minnesota
1999,minnesota,34.227375,.5,.93156111,.022058824,0,.039071348,.82970744,.26556638,.5828957,28730.40360090023,44612.426,64.400002,.33880091,.089366518,.15378845,minnesota
2000,minnesota,35.014374,.49032614,.92924267,.021558871,0,.037201554,.83610106,.25631768,.60288811,29011.78339350181,43626.742,66.5,.33886126,.084024325,.16534296,minnesota
2001,minnesota,31.432219,.49541512,.92589837,.026765799,0,.025928697,.83253753,.26125512,.60879946,32969.80150068213,48201.465,68.400002,.31995043,.087484509,.10334243,minnesota
2002,minnesota,31.224464,.49618509,.91705638,.02978095,0,.03263288,.83237582,.25887123,.58499491,32544.29503210544,46826.324,69.5,.3290672,.084912628,.094964512,minnesota
2003,minnesota,32.381348,.50846601,.92140508,.026282538,.028556988,.033358604,.84089345,.2821306,.5989691,34670.22783505155,48762.629,71.099998,.32448825,.10386656,.11546392,minnesota
2004,minnesota,32.002209,.5044139,.90804315,.033104464,.036047082,.03776361,.84905022,.28120759,.60379916,34971.26831750339,47905.848,73,.31780285,.10225601,.11329715,minnesota
2005,minnesota,31.959133,.49933004,.87047791,.048459135,.051362216,.057168379,.83853209,.28623852,.58746177,34976.66085626911,46388.145,75.400002,.30928987,.098481461,.11253823,minnesota
2006,minnesota,33.886726,.49243405,.87548637,.051664505,.039559014,.056636404,.84243637,.27881041,.58736062,34160.72547898199,43852.023,77.900002,.31625596,.10462603,.14040606,minnesota
2007,minnesota,33.504025,.48707628,.88093221,.05148305,.037923727,.065042377,.83370721,.28463265,.58076274,36039.5392596747,44993.184,80.099998,.30783898,.12669492,.13320246,minnesota
2008,minnesota,33.536049,.49618819,.86386406,.05924635,.04378131,.062295794,.84695351,.30667052,.5587641,37388.09644816633,44937.617,83.199997,.32019168,.11936397,.12907884,minnesota
2009,minnesota,33.6003,.49249893,.8819117,.051650237,.037719674,.057436775,.85180932,.30068925,.57438254,37920.58184951178,45742.559,82.900002,.30625802,.13416202,.1349799,minnesota
2010,minnesota,32.986877,.49218914,.87606746,.064153299,.033742972,.052697353,.84229898,.28425822,.5662514,36452.12372593432,43292.309,84.199997,.28389919,.1572589,.13816534,minnesota
2011,minnesota,33.100342,.48847139,.85055506,.076643892,.046327926,.06233988,.84257656,.29924899,.55517042,36329.5577700751,41806.164,86.900002,.27711359,.16673782,.14182553,minnesota
2012,minnesota,33.893787,.48759806,.84078866,.066567734,.064659745,.056603774,.84558821,.30684388,.55288464,38164.73218325792,43026.758,88.699997,.29467881,.1507314,.14592761,minnesota
2013,minnesota,34.102131,.49519631,.84168756,.072055139,.054093566,.056599833,.84549236,.31678224,.55617195,39489.05631067961,43876.73,90,.28884712,.15873016,.14618586,minnesota
2014,minnesota,34.844841,.4926959,.85303229,.069057107,.04957946,.066179723,.85519445,.31630877,.55368543,40627.51741149159,44450.238,91.400002,.2941567,.14718902,.1506094,minnesota
2015,minnesota,35.02055,.49657536,.81195515,.078144461,.061332501,.070672475,.84083468,.32364976,.55196398,43684.3085106383,47690.293,91.599998,.28237858,.16656289,.15998363,minnesota
2016,minnesota,35.129921,.50148118,.85188317,.068980113,.037663985,.069826491,.85402685,.34787473,.5631991,44347.38982102909,47839.688,92.699997,.27676684,.15065594,.17002237,minnesota
2017,minnesota,35.793663,.49054113,.82358116,.093268804,.042234931,.082270131,.84256053,.30507496,.54671282,44889.61591695502,47401.918,94.699997,.28420588,.16322042,.17185698,minnesota
2018,minnesota,35.910488,.49407634,.82185167,.086002633,.060552873,.057920139,.8642267,.29988194,.54958677,46933.82644628099,48385.387,97,.2698552,.20359807,.19775678,minnesota
2019,minnesota,35.443913,.51608694,.84913045,.065652177,.047826085,.062608697,.85919541,.34712642,.55689657,50501.82643678161,51115.207,98.800003,.28695652,.17880505,.17988506,minnesota
2020,minnesota,36.15313,.50980395,.85994399,.048552755,.058356676,.065826334,.86227912,.35344303,.57038391,53270.62583790372,53270.625,100,.29645193,.15233645,.18037781,minnesota
2021,minnesota,37.165798,.49928942,.81762201,.062055897,.067266695,.071056373,.85980743,.35258725,.5427196,58392.71720818291,55771.461,104.7,.30459496,.12630579,.18471721,minnesota
2022,minnesota,38.165649,.48932928,.78302848,.059451219,.090955287,.070121951,.86696661,.35732648,.52506429,57002.78856041131,50444.945,113,.3038618,.17048346,.20565553,minnesota
2023,minnesota,37.486328,.48579088,.8450402,.060589813,.052010722,.076675601,.88555479,.37962317,.56734127,60462.7745987439,51370.242,117.7,.27721179,.17501347,.21702722,minnesota
2024,minnesota,36.679276,.49222797,.80518132,.073056996,.062176164,.073575132,.88422477,.34326336,.54773188,58343.71970209885,48138.383,121.2,.27823836,.20072614,.20176032,minnesota
1962,mississippi,39.208172,.48275861,.52873564,.47126436,0,,.20178799,.026819924,.65729582,1019.979853479853,8717.7764,11.7,,,,mississippi
1963,mississippi,41.055023,.49043062,.56220096,.43779904,0,,,,.6438356,1244.323412698413,10545.113,11.8,,,,mississippi
1964,mississippi,42.257622,.44512194,.66158539,.33841464,0,,.28658536,.044207316,.60601264,1444.155487804878,12034.629,12,,,,mississippi
1965,mississippi,42.158039,.45231608,.6185286,.3814714,0,,.25885558,.034059945,.62711865,1511.33651226158,12388.004,12.2,,,,mississippi
1966,mississippi,41.046425,.47052687,.64527911,.35367763,0,,.32237872,.045383412,.65749729,1778.947835159103,14231.583,12.5,,,,mississippi
1967,mississippi,39.924091,.47524753,.54675466,.45324531,0,,.3509351,.067106709,.6422857,1912.928492849285,14828.903,12.9,,,,mississippi
1977,mississippi,32.678185,.4674235,.63326752,.36426455,0,.011027569,.484,.084666669,.62363386,4820.582,20600.777,23.4,,,,mississippi
1978,mississippi,33.221653,.47395301,.62768131,.36976507,0,.010989011,.47499999,.091666669,.60427046,5248.745833333333,20828.355,25.200001,,,,mississippi
1979,mississippi,32.746304,.47635469,.64630544,.35123152,0,.01017294,.50359714,.095487244,.59314054,5901.398953564421,21076.426,28,,,,mississippi
1980,mississippi,33.449085,.47221187,.68407309,.31219694,0,.0046260604,.53548062,.10669351,.62254655,7226.312531454454,22724.254,31.799999,.25400969,.088026859,.16255662,mississippi
1981,mississippi,33.416283,.46356204,.68076783,.31354427,0,.0043956046,.53713465,.11739339,.6094873,7371.368950646862,21001.053,35.099998,.2463562,.097049415,.18591279,mississippi
1982,mississippi,33.947971,.4642857,.65035272,.34656084,0,.0031222124,.55079269,.11743981,.59013504,8455.984732824427,22670.201,37.299999,.24514991,.10846561,.20963006,mississippi
1983,mississippi,34.176659,.47184378,.66984558,.32833788,0,.0086757988,.57881922,.11929397,.59281802,9249.357881923312,24024.307,38.5,.24432334,.10263397,.2008521,mississippi
1984,mississippi,34.316589,.45576036,.66866362,.32857144,0,.0065573771,.59789991,.11982705,.58060533,9298.187152563311,23129.818,40.200001,.2327189,.11520737,.20938851,mississippi
1985,mississippi,34.13052,.45489442,.61420345,.38435701,0,.0034246575,.59455961,.10233161,.57772022,9483.140544041451,22796.012,41.599998,.23272553,.11516315,.22474094,mississippi
1986,mississippi,32.763195,.45866418,.61233068,.38253152,0,.0047641736,.58905852,.11068702,.56679392,10024.35368956743,23642.344,42.400002,.22466138,.093881361,.19211195,mississippi
1987,mississippi,32.756039,.47116807,.60029572,.39773288,0,.0024950099,.61585367,.12804878,.57655829,10695.08265582656,24362.375,43.900002,.22868408,.11237063,.18428184,mississippi
1988,mississippi,32.792088,.47853354,.62952244,.36661842,0,.0058195926,.62734932,.1257291,.57679844,11415.58976020739,24979.408,45.700001,.24505548,.14712976,.18340895,mississippi
1989,mississippi,33.246216,.46995604,.61846602,.37616023,0,.002467917,.64784056,.1295681,.55415285,12053.23122923588,25163.32,47.900002,.23742062,.13531998,.18471761,mississippi
1990,mississippi,32.868702,.45833334,.63808137,.35513565,0,.0073673869,.65197366,.125,.55789477,13289.38289473684,26315.609,50.5,.23837209,.15406977,.17368421,mississippi
1991,mississippi,32.206192,.47952381,.6242857,.3652381,0,.004950495,.65749836,.12311722,.54878849,12728.8605108055,24199.355,52.599998,.21523809,.17380953,.18533072,mississippi
1992,mississippi,33.618656,.47462541,.59690672,.39391011,0,.0029940121,.64556134,.1272846,.54830289,12849.05352480418,23706.74,54.200001,.21942967,.17158048,.20039165,mississippi
1993,mississippi,34.06052,.47998139,.62197393,.37243947,0,.0033767486,.66666669,.14661655,.5501253,13789.63972431078,24712.617,55.799999,.22253259,.17178771,.19548872,mississippi
1994,mississippi,35.093414,.47217968,.61817253,.37621236,0,.0036420396,.66732675,.1630363,.53597361,14685.4396039604,25629.039,57.299999,.26493108,.19499744,.20594059,mississippi
1995,mississippi,34.931747,.46617916,.66057283,.33150518,0,.015853658,.69616288,.14878622,.513704,16217.43382928739,27533.844,58.900002,.28458259,.16026813,.20046985,mississippi
1996,mississippi,33.983303,.46072975,.60915273,.38404453,0,.011771995,.68541157,.13773431,.5452323,16319.85167074165,26930.449,60.599998,.28633273,.17068645,.18092909,mississippi
1997,mississippi,33.269436,.45816025,.60118693,.38635015,0,.012529833,.72054142,.17117834,.56050956,17937.83678343949,28931.994,62,.28664687,.15608309,.16082802,mississippi
1998,mississippi,34.576523,.47470817,.64915693,.34370947,0,.014435695,.71598637,.16581632,.53996599,19463.26955782313,30894.078,63,.29247731,.12970169,.17602041,mississippi
1999,mississippi,34.757477,.47204161,.65539664,.3413524,0,.011826544,.72020727,.15889464,.52072537,19988.63816925734,31038.258,64.400002,.27438232,.11313394,.20552677,mississippi
2000,mississippi,35.350288,.45911139,.64455891,.34513843,0,.024151435,.73226351,.15625,.55489862,20758.4847972973,31215.768,66.5,.29233742,.13844173,.2027027,mississippi
2001,mississippi,33.405796,.46096307,.5820477,.40158954,0,.013108614,.73076922,.18284994,.55611604,22002.15447667087,32166.893,68.400002,.28097242,.16596541,.18032786,mississippi
2002,mississippi,31.992393,.46577182,.56465322,.42505592,0,.011791383,.71055901,.16770187,.52111799,21723.42795031056,31256.73,69.5,.26979867,.23758389,.15714286,mississippi
2003,mississippi,33.267624,.47058824,.59946114,.3789852,.0071845534,.012123934,.7391566,.16566265,.54096383,22509.27289156627,31658.613,71.099998,.2792995,.19443198,.16204819,mississippi
2004,mississippi,34.300747,.48005262,.59579134,.37790442,.011398509,.021043401,.75473863,.17059161,.49798965,22967.34003446295,31462.109,73,.27882507,.19508988,.17346352,mississippi
2005,mississippi,33.777142,.4804762,.54238093,.41714287,.0090476191,.031904761,.71702945,.19206145,.5236876,25287.50256081946,33537.801,75.400002,.2547619,.20952381,.18053778,mississippi
2006,mississippi,35.492416,.47927198,.557634,.41759354,.003033367,.03437816,.719657,.17084433,.52110815,24936.31464379947,32010.672,77.900002,.24823053,.21789686,.19459103,mississippi
2007,mississippi,35.377754,.48026654,.54946184,.42337263,.0076883649,.027165556,.70439416,.16311584,.52396804,23933.46804260985,29879.486,80.099998,.25627884,.17837007,.18308921,mississippi
2008,mississippi,35.126652,.46592066,.54730415,.41912514,.004577823,.034079351,.72879094,.17702071,.51837009,26296.76753507014,31606.693,83.199997,.27314344,.21566632,.17768872,mississippi
2009,mississippi,36.411011,.44949225,.55050772,.42918226,.0026723677,.03474078,.73883164,.17457044,.5113402,25803.47628865979,31126.025,82.900002,.26723677,.222341,.19793814,mississippi
2010,mississippi,35.406761,.45997018,.57831925,.39880657,.0074589755,.021879662,.74787164,.15913557,.50163722,25026.74001309758,29722.971,84.199997,.24167082,.23421183,.20235756,mississippi
2011,mississippi,35.81147,.47630924,.52119702,.45236906,.012468828,.025935162,.75460523,.18421052,.49802631,26047.10592105263,29973.654,86.900002,.23690774,.2254364,.19210526,mississippi
2012,mississippi,37.869469,.46128318,.53318584,.44137168,.0094026551,.019358408,.75744683,.20567375,.50141841,27268.37943262412,30742.256,88.699997,.27378318,.20519912,.2106383,mississippi
2013,mississippi,37.813404,.45469168,.53672922,.44396782,.010187668,.029490616,.75430143,.18582244,.46868548,26650.36820371645,29611.52,90,.24396783,.22895442,.23812801,mississippi
2014,mississippi,37.319149,.45770627,.53191489,.43487287,.010378827,.02335236,.76664472,.19841793,.47198418,28827.15557020435,31539.557,91.400002,.23767515,.22314478,.21621622,mississippi
2015,mississippi,37.025845,.47261539,.55569232,.42184615,.0080000004,.037230771,.77501971,.17257683,.48502758,26412.21513002364,28834.297,91.599998,.24615385,.27169231,.21355398,mississippi
2016,mississippi,36.379253,.47601783,.57947576,.39068601,.010596765,.031790294,.77213824,.1799856,.47948164,29015.87401007919,31300.836,92.699997,.25125489,.24930285,.21058315,mississippi
2017,mississippi,37.507847,.47586614,.58010066,.39206398,.0068107788,.030796565,.81223869,.18890156,.49828961,29909.88141391106,31583.824,94.699997,.24992597,.24281907,.22006841,mississippi
2018,mississippi,37.893295,.47868854,.55886734,.40864381,.0077496273,.029210133,.797041,.20371775,.48748103,30028.50948406677,30957.227,97,.2628912,.23725782,.23216996,mississippi
2019,mississippi,37.507744,.45703006,.58487701,.39113271,.0060734893,.031885818,.81719178,.1999222,.47374561,31248.50019447686,31628.035,98.800003,.25174612,.2275904,.23376118,mississippi
2020,mississippi,38.902332,.47109514,.60287255,.37845603,.0071813287,.036265709,.82458502,.22925079,.48766264,33595.33512786002,33595.336,100,.25278276,.20870817,.24315837,mississippi
2021,mississippi,39.32621,.48013356,.54691154,.4297162,.0073455758,.030050084,.81526273,.19891576,.45996663,33391.95579649708,31892.986,104.7,.26444075,.19732441,.2531276,mississippi
2022,mississippi,38.93383,.47100371,.55762082,.41895911,.0096654277,.038289964,.8194313,.21800947,.46350712,36279.39146919431,32105.656,113,.24275093,.22354695,.26777253,mississippi
2023,mississippi,40.509613,.4609651,.54099649,.42997253,.01137701,.046684973,.8101874,.1975012,.46516097,35525.56222969726,30183.146,117.7,.26755589,.2,.2729457,mississippi
2024,mississippi,40.828403,.47313619,.61765933,.3644315,.0070803831,.059558518,.82690358,.20710661,.47309646,37142.23908629442,30645.412,121.2,.25447729,.20466861,.28172588,mississippi
1962,missouri,43.516972,.48135781,.93210906,.067890927,0,,.42570952,.0589872,.72409844,2272.239606953893,19420.852,11.7,,,,missouri
1963,missouri,43.413177,.48181194,.92518872,.074124917,0,,,,.70092136,2657.2,22518.645,11.8,,,,missouri
1964,missouri,43.133804,.4830986,.88873237,.11056338,0,,.40000001,.057746477,.68257409,2568.611267605634,21405.094,12,,,,missouri
1965,missouri,44.795044,.45945945,.88063061,.11861861,0,,.41591591,.074324325,.64182508,2678.033033033033,21951.09,12.2,,,,missouri
1966,missouri,43.100227,.46382818,.91785985,.082140163,0,,.46345139,.077618688,.68522817,2947.093443858327,23576.748,12.5,,,,missouri
1967,missouri,43.042271,.45859873,.91488129,.085118704,0,,.462652,.075854085,.68346179,3306.469021424436,25631.543,12.9,,,,missouri
1968,missouri,32.860405,.47743937,.91285956,.087140441,0,,.46549019,.074117646,.68760127,3267.083137254902,24381.219,13.4,,,,missouri
1969,missouri,32.600674,.47493699,.91178942,.088210583,0,,.47654128,.072896473,.66145831,3641.393175649477,25643.613,14.2,,,,missouri
1970,missouri,32.935844,.48293114,.90141261,.096233077,0,,.47841871,.069786206,.66374999,3919.216216216216,26128.107,15,,,,missouri
1971,missouri,32.856934,.49334911,.89240319,.10345847,0,.0038659794,.50242716,.074029125,.6815154,4037.130258899676,25879.039,15.6,,,,missouri
1972,missouri,34.008518,.47665614,.87507886,.11987381,0,.01183432,.51722687,.075630255,.65299958,4208.673109243698,25979.463,16.200001,,,,missouri
1977,missouri,34.483097,.48145717,.89235312,.10305218,0,.012233485,.57472712,.12132662,.63706565,6419.535264483628,27433.912,23.4,,,,missouri
1978,missouri,33.938549,.47783747,.88012087,.11584956,0,.014658563,.59161627,.12229905,.61818182,6767.046240276577,26853.357,25.200001,,,,missouri
1979,missouri,34.995056,.47933593,.8880254,.10208407,0,.015891032,.61565524,.13588391,.60699868,7395.127528583993,26411.17,28,,,,missouri
1980,missouri,33.971035,.48057932,.88084269,.10829493,0,.011510289,.63972777,.12590387,.62271374,8811.214376860909,27708.223,31.799999,.29328504,.077682689,.15780519,missouri
1981,missouri,34.401123,.48035654,.89699572,.09475074,0,.014634146,.65025252,.11868687,.60648149,9173.750420875422,26136.043,35.099998,.28062066,.07692308,.16287878,missouri
1982,missouri,35.281918,.4921301,.90486187,.09129066,0,.015436747,.66368914,.13398838,.62125951,10504.48771773113,28162.166,37.299999,.28401539,.074151799,.17954443,missouri
1983,missouri,35.580467,.48835593,.9005909,.094195344,0,.014435222,.64446408,.12880459,.61667401,10884.65549183944,28271.832,38.5,.28015295,.066736184,.18438464,missouri
1984,missouri,35.881115,.4762595,.91518664,.076839432,0,.0096189417,.6668207,.1215342,.62985212,11262.89926062847,28017.162,40.200001,.27364987,.058716927,.19870611,missouri
1985,missouri,34.8452,.47721282,.89529192,.096421845,0,.0096936794,.67827767,.13594581,.61296564,12492.13884857281,30029.182,41.599998,.27344632,.062900186,.17658442,missouri
1986,missouri,34.329544,.48400673,.8922559,.093855217,0,.013704686,.70604247,.1448013,.59227002,12900.26891671203,30425.162,42.400002,.28198653,.070286192,.17746325,missouri
1987,missouri,33.706131,.47594339,.88962263,.097169809,0,.0098280096,.74357402,.15299878,.59791923,13511.07466340269,30776.934,43.900002,.30424529,.074056603,.17380661,missouri
1988,missouri,34.315269,.47926486,.90103674,.082940623,0,.0038816109,.70413125,.15795869,.5947752,14610.13669501823,31969.664,45.700001,.31668237,.073515549,.17922236,missouri
1989,missouri,35.238285,.48285714,.90457141,.082285717,0,.011695907,.70675576,.17074981,.61247218,15038.79435783222,31396.229,47.900002,.29771429,.082857139,.19153675,missouri
1990,missouri,33.627396,.48345909,.8798607,.10098665,0,.0059136604,.72923076,.15769231,.62,16174.21538461539,32028.148,50.5,.30412072,.091120139,.17461538,missouri
1991,missouri,32.882458,.47784996,.89722389,.084465444,0,.0072072074,.75295973,.16416733,.62509865,16737.86029992107,31821.027,52.599998,.30183107,.10750148,.1578532,missouri
1992,missouri,35.342205,.46577945,.89226872,.082382761,0,.019757807,.76012707,.16997617,.58617949,17615.43208895949,32500.797,54.200001,.32762992,.10139417,.16521049,missouri
1993,missouri,36.070381,.47038123,.8985337,.080351904,0,.023131672,.73289186,.17292127,.56806475,17206.2663723326,30835.604,55.799999,.29442814,.1026393,.18248713,missouri
1994,missouri,36.01487,.4826518,.88599753,.091078065,0,.0093984958,.7432217,.1770335,.57336521,17458.11802232855,30467.92,57.299999,.32032219,.11152416,.20015949,missouri
1995,missouri,36.58802,.47552958,.89262235,.084002919,0,.02567865,.79151291,.20202953,.57287824,18793.32011070111,31907.164,58.900002,.37180424,.10080351,.20479704,missouri
1996,missouri,36.022236,.46091643,.8921833,.086253367,0,.027027028,.78406167,.20479862,.57497859,20944.76778063411,34562.324,60.599998,.34097034,.072102427,.17994858,missouri
1997,missouri,36.192158,.46979433,.87982005,.10282777,0,.028497409,.74792016,.19883527,.56239599,21823.4309484193,35199.082,62,.32969153,.10732648,.202995,missouri
1998,missouri,36.552437,.48630595,.88042754,.11356045,0,.022103148,.77145284,.20050977,.56754458,23673.03483432455,37576.246,63,.34134936,.079492316,.21240442,missouri
1999,missouri,35.875435,.48643005,.87821853,.10229645,0,.019649122,.80887681,.20833333,.58876812,26101.89764492754,40530.895,64.400002,.36951983,.08698678,.1884058,missouri
2000,missouri,35.114437,.48569527,.88023955,.10046574,0,.020763563,.806701,.22336769,.53178692,26355.8676975945,39632.883,66.5,.37192282,.10445775,.16408935,missouri
2001,missouri,32.353245,.49302608,.85900545,.12431777,0,.023327194,.8057071,.20898028,.56315571,28745.30214015946,42025.293,68.400002,.3338387,.10157672,.14183801,missouri
2002,missouri,32.949585,.48140177,.85090685,.12726714,0,.017133957,.80182421,.22180763,.56135988,28336.3864013267,40771.777,69.5,.32585305,.12480787,.14054726,missouri
2003,missouri,33.761047,.48042929,.85132575,.11300505,.014835859,.031565655,.81897992,.22533445,.57274246,29331.70652173913,41254.16,71.099998,.3276515,.11521465,.13795987,missouri
2004,missouri,33.858139,.48353389,.84958833,.1010133,.022165928,.052248258,.8087548,.23926902,.56948578,28949.84105397365,39657.316,73,.31697276,.12476251,.16574585,missouri
2005,missouri,33.662407,.4769688,.83506685,.11976226,.01307578,.039524518,.78818327,.21583602,.54340833,30660.07636655949,40663.23,75.400002,.29806834,.14829123,.15554662,missouri
2006,missouri,33.60524,.47223014,.82027912,.14070065,.0079749357,.038735405,.79877818,.20771287,.54753721,30548.19320351279,39214.625,77.900002,.3053261,.14240956,.15158458,missouri
2007,missouri,34.070442,.48422664,.82419604,.13139357,.015313935,.037366003,.8051576,.22431436,.56365126,31946.41588211216,39883.168,80.099998,.29862174,.12863706,.17560376,missouri
2008,missouri,34.107384,.48596704,.8294692,.12019524,.021354485,.045759611,.79779863,.21606196,.54749286,31722.48389726865,38127.988,83.199997,.3038438,.14368518,.16958825,missouri
